Id,llm_author,llm_procedure,llm_tfeu_article,llm_primary_obligation,llm_status
32019R1700,EP_Council,ordinary_legislative,338.0,obligation,ok
32019R2176,EP_Council,ordinary_legislative,114.0,other,ok
32020R0740R(03),EP_Council,ordinary_legislative,114.0,obligation,ok
32020R2223,EP_Council,ordinary_legislative,325.0,obligation,ok
32021D0173R(01),Commission_implementing,delegated_implementing,,other,ok
32021R0267,EP_Council,ordinary_legislative,91.0,obligation,ok
32021R0690R(02),EP_Council,ordinary_legislative,114.0,obligation,ok
32021R0695R(03),EP_Council,ordinary_legislative,182.0,obligation,ok
32021R1056,EP_Council,ordinary_legislative,175.0,obligation,ok
32021R1153R(01),EP_Council,ordinary_legislative,172.0,obligation,ok
32022R1280,EP_Council,ordinary_legislative,91.0,obligation,ok
32023L0959R(06),EP_Council,ordinary_legislative,192.0,obligation,ok
32023L2673,EP_Council,ordinary_legislative,114.0,obligation,ok
32023R1114R(05),EP_Council,ordinary_legislative,114.0,obligation,ok
32023R1115R(01),EP_Council,ordinary_legislative,192.0,obligation,ok
32023R2854R(01),EP_Council,ordinary_legislative,114.0,obligation,ok
32024L1619,EP_Council,ordinary_legislative,53.0,obligation,ok
32024L2749R(01),EP_Council,ordinary_legislative,114.0,technical_standard,ok
32024R0886R(01),EP_Council,ordinary_legislative,114.0,obligation,ok
32024R0903,EP_Council,ordinary_legislative,172.0,obligation,ok
32024R1157R(03),EP_Council,ordinary_legislative,192.0,obligation,ok
32024R3110,EP_Council,ordinary_legislative,114.0,technical_standard,ok
32025L0002,EP_Council,ordinary_legislative,114.0,obligation,ok
31968R0259R(03),Council,other,,obligation,ok
31973L0238,Council,other,103.0,obligation,ok
31976R3164,Council,ordinary_legislative,75.0,obligation,ok
31985D0372,Council,other,235.0,other,ok
31986L0635R(01),Council,ordinary_legislative,54.0,obligation,ok
31988L0301,Commission_other,infringement,90.0,prohibition,ok
31988L0361,Council,other,,obligation,ok
31993R3118,Council,ordinary_legislative,75.0,obligation,ok
32003R0745,Commission_other,other,,prohibition,ok
32009R1179R(01),Commission_other,delegated_implementing,,technical_standard,ok
32010R0911,EP_Council,ordinary_legislative,189.0,obligation,ok
32010R1177R(01),EP_Council,ordinary_legislative,91.0,obligation,ok
32011L0024R(04),EP_Council,ordinary_legislative,114.0,obligation,ok
32011L0061R(02),EP_Council,ordinary_legislative,53.0,obligation,ok
32011R1176,EP_Council,ordinary_legislative,121.0,obligation,ok
32012R0258R(04),EP_Council,ordinary_legislative,207.0,obligation,ok
32012R1215R(10),EP_Council,ordinary_legislative,81.0,obligation,ok
32013L0029R(05),EP_Council,ordinary_legislative,114.0,technical_standard,ok
32013R1303R(04),EP_Council,ordinary_legislative,177.0,obligation,ok
32013R1407,Commission_other,delegated_implementing,108.0,prohibition,ok
32014L0091R(02),EP_Council,ordinary_legislative,53.0,obligation,ok
32014R0037R(01),EP_Council,ordinary_legislative,207.0,other,ok
32014R0283,EP_Council,ordinary_legislative,172.0,other,ok
32014R0377,EP_Council,ordinary_legislative,189.0,obligation,ok
32014R0655R(04),EP_Council,ordinary_legislative,81.0,obligation,ok
32015D1814R(02),EP_Council,ordinary_legislative,192.0,obligation,ok
32015R0758,EP_Council,ordinary_legislative,114.0,technical_standard,ok
32015R0848R(06),EP_Council,ordinary_legislative,81.0,obligation,ok
32016L0943R(01),EP_Council,ordinary_legislative,114.0,obligation,ok
32016L1629R(01),EP_Council,ordinary_legislative,91.0,technical_standard,ok
32016R1011R(01),EP_Council,ordinary_legislative,114.0,obligation,ok
32017R1369R(01),EP_Council,ordinary_legislative,194.0,obligation,ok
32018R0858R(08),EP_Council,ordinary_legislative,114.0,technical_standard,ok
32019L0883,EP_Council,ordinary_legislative,100.0,obligation,ok
32019R0942R(01),EP_Council,ordinary_legislative,194.0,obligation,ok
32019R1149R(01),EP_Council,ordinary_legislative,46.0,obligation,ok
32020R0698,EP_Council,ordinary_legislative,91.0,obligation,ok
32020R0852R(06),EP_Council,ordinary_legislative,114.0,obligation,ok
32020R1783R(02),EP_Council,ordinary_legislative,81.0,obligation,ok
32021L2167R(04),EP_Council,ordinary_legislative,114.0,obligation,ok
32021R0696R(01),EP_Council,ordinary_legislative,189.0,obligation,ok
32021R0784R(01),EP_Council,ordinary_legislative,114.0,obligation,ok
32021R1060R(05),EP_Council,ordinary_legislative,177.0,obligation,ok
32021R1755,EP_Council,ordinary_legislative,175.0,obligation,ok
32022R2399,EP_Council,ordinary_legislative,114.0,obligation,ok
32023R0657,EP_Council,ordinary_legislative,,obligation,ok
32023R0839,EP_Council,ordinary_legislative,192.0,obligation,ok
32024D0867,EP_Council,ordinary_legislative,91.0,other,ok
32024D1209,Other,other,127.0,obligation,ok
32024L1760R(01),EP_Council,ordinary_legislative,50.0,obligation,ok
32024R0573R(02),EP_Council,ordinary_legislative,192.0,obligation,ok
32024R1735R(01),EP_Council,ordinary_legislative,114.0,obligation,ok
32025R0014,EP_Council,ordinary_legislative,114.0,technical_standard,ok
42004D0097,Other,treaty,,other,ok
61999CJ0334,Court,judgment,,judicial_ruling,ok
31962R0017,Council,other,87.0,prohibition,ok
31971R1182R(01),Council,other,,technical_standard,ok
31975R1798,Council,other,28.0,obligation,ok
31980R2744,Council,other,,other,ok
31987L0372R(01),Council,ordinary_legislative,100.0,technical_standard,ok
31991L0414R(02),Council,ordinary_legislative,43.0,obligation,ok
32003R0008,Commission_implementing,delegated_implementing,,technical_standard,ok
32004R0794R(04),Commission_implementing,delegated_implementing,93.0,obligation,ok
32005R0705,Commission_other,delegated_implementing,,technical_standard,ok
32010L0075R(11),EP_Council,ordinary_legislative,192.0,obligation,ok
32010L0078,EP_Council,ordinary_legislative,114.0,obligation,ok
32010R1092,EP_Council,ordinary_legislative,114.0,obligation,ok
32011L0007R(01),EP_Council,ordinary_legislative,114.0,obligation,ok
32011R0182R(02),EP_Council,ordinary_legislative,291.0,other,ok
32012L0027R(01),EP_Council,ordinary_legislative,194.0,obligation,ok
32012R0650R(04),EP_Council,ordinary_legislative,81.0,obligation,ok
32013D1082,EP_Council,ordinary_legislative,168.0,obligation,ok
32013L0036R(07),EP_Council,ordinary_legislative,53.0,obligation,ok
32013R0168R(03),EP_Council,ordinary_legislative,114.0,technical_standard,ok
32014L0017R(04),EP_Council,ordinary_legislative,114.0,obligation,ok
32014L0035,EP_Council,ordinary_legislative,114.0,technical_standard,ok
32014L0040R(05),EP_Council,ordinary_legislative,114.0,technical_standard,ok
32014L0045R(06),EP_Council,ordinary_legislative,91.0,obligation,ok
32014O0060R(01),Other,other,127.0,technical_standard,ok
32014R0468,Other,other,127.0,obligation,ok
32014R0662,EP_Council,ordinary_legislative,192.0,technical_standard,ok
32014R0806R(05),EP_Council,ordinary_legislative,114.0,obligation,ok
32014R0910R(09),EP_Council,ordinary_legislative,114.0,obligation,ok
32016D0176,Commission_implementing,delegated_implementing,,other,ok
32016L0680R(03),EP_Council,ordinary_legislative,16.0,obligation,ok
32016L0798R(07),EP_Council,ordinary_legislative,91.0,obligation,ok
32016L2102R(03),EP_Council,ordinary_legislative,114.0,obligation,ok
32016R1035,EP_Council,ordinary_legislative,207.0,prohibition,ok
32017R1131R(01),EP_Council,ordinary_legislative,114.0,obligation,ok
32017R1563R(01),EP_Council,ordinary_legislative,114.0,obligation,ok
32018L0844,EP_Council,ordinary_legislative,194.0,obligation,ok
32018R0842,EP_Council,ordinary_legislative,192.0,obligation,ok
32018R1725R(02),EP_Council,ordinary_legislative,16.0,obligation,ok
32019D2077,Council,other,,other,ok
32019L0770R(03),EP_Council,ordinary_legislative,114.0,obligation,ok
32019L0790R(01),EP_Council,ordinary_legislative,114.0,obligation,ok
32019L1024,EP_Council,ordinary_legislative,114.0,obligation,ok
32019L2034R(06),EP_Council,ordinary_legislative,53.0,obligation,ok
32019R0712,EP_Council,ordinary_legislative,100.0,prohibition,ok
32019R0788R(02),EP_Council,ordinary_legislative,24.0,obligation,ok
32020L2184R(01),EP_Council,ordinary_legislative,192.0,obligation,ok
32020R1054R(07),EP_Council,ordinary_legislative,91.0,obligation,ok
32021L0555R(01),EP_Council,ordinary_legislative,114.0,obligation,ok
32021R0378,Other,other,,obligation,ok
32021R2115,EP_Council,ordinary_legislative,43.0,obligation,ok
32022R1925R(01),EP_Council,ordinary_legislative,114.0,obligation,ok
32023R1315R(04),Commission_other,delegated_implementing,108.0,prohibition,ok
32023R1542R(01),EP_Council,ordinary_legislative,114.0,obligation,ok
32023R2411,EP_Council,ordinary_legislative,118.0,obligation,ok
32024L3019,EP_Council,ordinary_legislative,192.0,obligation,ok
32024R2509,EP_Council,ordinary_legislative,322.0,obligation,ok
32024R3012R(02),EP_Council,ordinary_legislative,192.0,obligation,ok
61999CJ0328,Court,judgment,,judicial_ruling,ok
31989D0241,Council,other,,other,ok
31989L0665R(02),Council,ordinary_legislative,100.0,obligation,ok
31991L0477,Council,ordinary_legislative,100.0,obligation,ok
31992L0081,Council,other,99.0,obligation,ok
31993L0013R(11),Council,ordinary_legislative,100.0,prohibition,ok
31993L0089,Council,ordinary_legislative,,obligation,ok
32012L0019,EP_Council,ordinary_legislative,192.0,obligation,ok
32012R0260R(01),EP_Council,ordinary_legislative,114.0,obligation,ok
32012R0648R(09),EP_Council,ordinary_legislative,114.0,obligation,ok
32013L0035R(03),EP_Council,ordinary_legislative,153.0,obligation,ok
32013R0575R(02),EP_Council,ordinary_legislative,114.0,obligation,ok
32013R0952R(10),EP_Council,ordinary_legislative,114.0,obligation,ok
32013R1301R(02),EP_Council,ordinary_legislative,178.0,obligation,ok
32014L0024R(15),EP_Council,ordinary_legislative,114.0,obligation,ok
32014L0025R(07),EP_Council,ordinary_legislative,114.0,obligation,ok
32014L0031R(03),EP_Council,ordinary_legislative,114.0,technical_standard,ok
32014L0049R(02),EP_Council,ordinary_legislative,53.0,obligation,ok
32014L0052R(02),EP_Council,ordinary_legislative,192.0,obligation,ok
32014L0065R(01),EP_Council,ordinary_legislative,53.0,obligation,ok
32014R0515R(03),EP_Council,ordinary_legislative,77.0,obligation,ok
32014R0596R(07),EP_Council,ordinary_legislative,114.0,prohibition,ok
32014R0600R(09),EP_Council,ordinary_legislative,114.0,obligation,ok
32014R0651R(05),Commission_other,delegated_implementing,108.0,prohibition,ok
32016L0797R(10),EP_Council,ordinary_legislative,91.0,technical_standard,ok
32016R0399R(05),EP_Council,ordinary_legislative,77.0,obligation,ok
32016R0679R(02),EP_Council,ordinary_legislative,16.0,obligation,ok
32017L1132R(03),EP_Council,ordinary_legislative,50.0,obligation,ok
32017R0625R(07),EP_Council,ordinary_legislative,43.0,obligation,ok
32017R2321R(01),EP_Council,ordinary_legislative,207.0,obligation,ok
32018L0645,EP_Council,ordinary_legislative,91.0,obligation,ok
32018L2001R(10),EP_Council,ordinary_legislative,194.0,obligation,ok
32018L2002,EP_Council,ordinary_legislative,194.0,obligation,ok
32018R0825R(04),EP_Council,ordinary_legislative,207.0,obligation,ok
32018R1139R(04),EP_Council,ordinary_legislative,100.0,obligation,ok
32018R1240R(05),EP_Council,ordinary_legislative,77.0,obligation,ok
32018R1724,EP_Council,ordinary_legislative,114.0,obligation,ok
32019L0878R(06),EP_Council,ordinary_legislative,53.0,obligation,ok
32019L0882R(01),EP_Council,ordinary_legislative,114.0,obligation,ok
32019L0944R(05),EP_Council,ordinary_legislative,194.0,obligation,ok
32019L1023,EP_Council,ordinary_legislative,114.0,obligation,ok
32019R0631R(01),EP_Council,ordinary_legislative,192.0,technical_standard,ok
32019R0834,EP_Council,ordinary_legislative,114.0,obligation,ok
32019R1020R(05),EP_Council,ordinary_legislative,114.0,obligation,ok
32019R2033R(07),EP_Council,ordinary_legislative,114.0,obligation,ok
32019R2152R(04),EP_Council,ordinary_legislative,338.0,obligation,ok
32020O1554,Other,other,,obligation,ok
32020R1784R(02),EP_Council,ordinary_legislative,81.0,obligation,ok
32020R2092R(04),EP_Council,ordinary_legislative,322.0,obligation,ok
32021D0059,Council,other,,obligation,ok
32021R0241R(02),EP_Council,ordinary_legislative,175.0,obligation,ok
32021R0818R(01),EP_Council,ordinary_legislative,167.0,obligation,ok
32021R0947R(03),EP_Council,ordinary_legislative,209.0,obligation,ok
32021R1149R(03),EP_Council,ordinary_legislative,87.0,obligation,ok
32022R0850,EP_Council,ordinary_legislative,81.0,obligation,ok
32022R2065R(02),EP_Council,ordinary_legislative,114.0,obligation,ok
32023R0956,EP_Council,ordinary_legislative,192.0,obligation,ok
32023R2869,EP_Council,ordinary_legislative,114.0,obligation,ok
32024L1203,EP_Council,ordinary_legislative,83.0,prohibition,ok
32024L1654,EP_Council,ordinary_legislative,87.0,obligation,ok
32024L1711,EP_Council,ordinary_legislative,194.0,obligation,ok
32024R1252R(01),EP_Council,ordinary_legislative,114.0,obligation,ok
32024R1610,EP_Council,ordinary_legislative,192.0,technical_standard,ok
32024R1689,EP_Council,ordinary_legislative,114.0,obligation,ok
32024R1789R(03),EP_Council,ordinary_legislative,194.0,obligation,ok
32024R1991R(01),EP_Council,ordinary_legislative,192.0,obligation,ok
32024R2987,EP_Council,ordinary_legislative,114.0,obligation,ok
32024R3018,EP_Council,ordinary_legislative,338.0,obligation,ok
62004CJ0089,Court,judgment,,judicial_ruling,ok
32008F0909,Council,other,,obligation,ok
32010R1158,Commission_other,delegated_implementing,,technical_standard,ok
32013R0462,EP_Council,ordinary_legislative,114.0,obligation,ok
32021D0088,Commission_implementing,delegated_implementing,,technical_standard,ok
32012R1011,Other,other,,obligation,ok
32003L0008,Council,ordinary_legislative,,obligation,ok
32024D3187,Council,other,,prohibition,ok
31999L0094,EP_Council,ordinary_legislative,175.0,obligation,ok
32011D0536,Council,other,,other,ok
32013R0697,Council,other,215.0,prohibition,ok
32017R2402,EP_Council,ordinary_legislative,114.0,obligation,ok
32022D0399,Council,other,,prohibition,ok
32023R2534,Commission_delegated,delegated_implementing,,technical_standard,ok
32002F0584,Council,other,,obligation,ok
32002Q0328,EP_Council,other,,other,ok
32005D0854,EP_Council,ordinary_legislative,153.0,other,ok
32018O0003,Other,other,127.0,technical_standard,ok
32020R0204,Commission_implementing,delegated_implementing,,technical_standard,ok
32022D1334,Council,other,,other,ok
31960R0011,Council,other,79.0,prohibition,ok
31986L0278,Council,ordinary_legislative,,obligation,ok
32002L0039,EP_Council,ordinary_legislative,95.0,obligation,ok
32007L0036,EP_Council,ordinary_legislative,251.0,obligation,ok
32009R0663,EP_Council,ordinary_legislative,175.0,obligation,ok
32015R0479,EP_Council,ordinary_legislative,207.0,other,ok
32021D1143,Council,other,,other,ok
32022D0430,Council,other,,prohibition,ok
32022R2453,Commission_implementing,delegated_implementing,,technical_standard,ok
32023D0940,Council,other,82.0,obligation,ok
32024L1499,Council,ordinary_legislative,19.0,obligation,ok
32024R2493,Commission_implementing,delegated_implementing,,technical_standard,ok
32002F0465,Council,other,,obligation,ok
32008F0947,Council,other,,obligation,ok
32016L2341,EP_Council,ordinary_legislative,114.0,obligation,ok
32017R0390,Commission_delegated,delegated_implementing,,technical_standard,ok
32019R2099,EP_Council,ordinary_legislative,114.0,obligation,ok
32021R0240,EP_Council,ordinary_legislative,175.0,obligation,ok
32022D2478,Council,other,,prohibition,ok
32024R2980,Commission_implementing,delegated_implementing,,obligation,ok
32002L0059,EP_Council,ordinary_legislative,80.0,obligation,ok
32008D0261,Council,other,,other,ok
32009F0299,Council,other,,obligation,ok
32009F0315,Council,other,,obligation,ok
32014D0294,Council,other,,other,ok
32014L0092,EP_Council,ordinary_legislative,114.0,obligation,ok
32015R1017,EP_Council,ordinary_legislative,172.0,obligation,ok
32017R2396,EP_Council,ordinary_legislative,172.0,other,ok
32018L0843,EP_Council,ordinary_legislative,114.0,obligation,ok
32019L1151,EP_Council,ordinary_legislative,50.0,obligation,ok
32019R1842,Commission_implementing,delegated_implementing,,technical_standard,ok
32019R2146,Commission_other,delegated_implementing,,technical_standard,ok
32020R1108,Council,ordinary_legislative,113.0,other,ok
32020R1224,Commission_delegated,delegated_implementing,,technical_standard,ok
32021L0338,EP_Council,ordinary_legislative,53.0,obligation,ok
32021R1147,EP_Council,ordinary_legislative,78.0,obligation,ok
32022R0398,Council,other,215.0,prohibition,ok
32023R2405,EP_Council,ordinary_legislative,100.0,obligation,ok
31992L0042,Council,ordinary_legislative,100.0,technical_standard,ok
32003R1435,Council,ordinary_legislative,308.0,obligation,ok
32009R1071,EP_Council,ordinary_legislative,71.0,obligation,ok
32011R0181,EP_Council,ordinary_legislative,91.0,obligation,ok
32011R1251,Commission_other,delegated_implementing,,technical_standard,ok
32014R1163,Other,other,,obligation,ok
32015R0377,Commission_implementing,delegated_implementing,,technical_standard,ok
